speaker,word,n
the earl of aberdeen,lords,305
the earl of aberdeen,country,299
the earl of aberdeen,time,259
the earl of aberdeen,war,188
the earl of aberdeen,parliament,144
the earl of aberdeen,doubt,141
the earl of aberdeen,law,137
the earl of aberdeen,system,126
the earl of aberdeen,tax,119
the earl of aberdeen,treaty,114
the earl of aberdeen,marquess,112
the earl of aberdeen,russia,101
the earl of aberdeen,referred,100
the earl of aberdeen,ireland,99
the earl of aberdeen,000,95
the earl of aberdeen,year,94
the earl of aberdeen,reason,93
the earl of aberdeen,commons,92
the earl of aberdeen,peace,89
mr. o'connell,irish,4
mr. o'connell,baronet,3
mr. o'connell,conversation,3
mr. o'connell,ireland,3
mr. o'connell,vote,3
mr. o'connell,wells,3
mr. o'connell,assurance,2
mr. o'connell,budget,2
mr. o'connell,fallen,2
mr. o'connell,government,2
mr. o'connell,income,2
mr. o'connell,meeting,2
mr. o'connell,mentioned,2
mr. o'connell,tax,2
mr. o'connell,1851,1
mr. o'connell,administration,1
mr. o'connell,afterwards,1
mr. o'connell,alluded,1
mr. o'connell,announcement,1
mr. o'connell,authorised,1
the bishop of exeter,church,348
the bishop of exeter,law,252
the bishop of exeter,lords,195
the bishop of exeter,bishop,134
the bishop of exeter,authority,103
the bishop of exeter,bishops,86
the bishop of exeter,england,84
the bishop of exeter,rev,79
the bishop of exeter,archbishop,72
the bishop of exeter,marriage,72
the bishop of exeter,marriages,71
the bishop of exeter,duty,63
the bishop of exeter,god,62
the bishop of exeter,power,60
the bishop of exeter,country,54
the bishop of exeter,parliament,54
the bishop of exeter,time,53
the bishop of exeter,prelate,52
the bishop of exeter,words,52
the bishop of exeter,000,51
lord brougham,law,1344
lord brougham,court,964
lord brougham,courts,924
lord brougham,000,579
lord brougham,country,541
lord brougham,time,500
lord brougham,government,476
lord brougham,county,471
lord brougham,judges,405
lord brougham,important,379
lord brougham,parties,361
lord brougham,parliament,351
lord brougham,year,344
lord brougham,system,325
lord brougham,justice,315
lord brougham,brougham,300
lord brougham,jurisdiction,285
lord brougham,doubt,283
lord brougham,scotland,280
lord brougham,judge,279
sir robert peel,country,143
sir robert peel,government,133
sir robert peel,people,60
sir robert peel,war,56
sir robert peel,policy,53
sir robert peel,public,51
sir robert peel,men,49
sir robert peel,time,45
sir robert peel,france,44
sir robert peel,000,43
sir robert peel,political,43
sir robert peel,opinions,41
sir robert peel,england,39
sir robert peel,parliament,34
sir robert peel,expression,32
sir robert peel,power,31
sir robert peel,religious,30
sir robert peel,russia,30
sir robert peel,ballot,29
sir robert peel,liberty,29
lord stanley,government,1408
lord stanley,country,695
lord stanley,time,663
lord stanley,india,599
lord stanley,000,559
lord stanley,public,415
lord stanley,parliament,387
lord stanley,council,376
lord stanley,power,366
lord stanley,law,361
lord stanley,year,329
lord stanley,system,316
lord stanley,indian,253
lord stanley,men,252
lord stanley,england,247
lord stanley,british,244
lord stanley,circumstances,218
lord stanley,period,207
lord stanley,doubt,204
lord stanley,stanley,196
lord langdale,courts,23
lord langdale,court,18
lord langdale,justice,17
lord langdale,law,17
lord langdale,expense,16
lord langdale,chancery,14
lord langdale,orders,12
lord langdale,time,11
lord langdale,parliament,10
lord langdale,judge,9
lord langdale,jurisdiction,9
lord langdale,lords,9
lord langdale,administration,8
lord langdale,business,8
lord langdale,nature,8
lord langdale,suitors,8
lord langdale,delay,7
lord langdale,fees,7
lord langdale,judges,7
lord langdale,judicial,7
viscount palmerston,government,3990
viscount palmerston,country,2274
viscount palmerston,time,1327
viscount palmerston,war,1164
viscount palmerston,parliament,965
viscount palmerston,public,868
viscount palmerston,men,845
viscount palmerston,army,724
viscount palmerston,british,639
viscount palmerston,duty,627
viscount palmerston,england,588
viscount palmerston,law,549
viscount palmerston,power,547
viscount palmerston,purpose,545
viscount palmerston,foreign,543
viscount palmerston,force,482
viscount palmerston,russia,462
viscount palmerston,people,459
viscount palmerston,system,449
viscount palmerston,france,435
lord j. russell,country,527
lord j. russell,government,518
lord j. russell,time,395
lord j. russell,000,350
lord j. russell,parliament,297
lord j. russell,ireland,295
lord j. russell,people,248
lord j. russell,public,235
lord j. russell,year,231
lord j. russell,law,223
lord j. russell,crown,218
lord j. russell,power,215
lord j. russell,office,146
lord j. russell,colonies,143
lord j. russell,roman,142
lord j. russell,england,137
lord j. russell,consider,131
lord j. russell,considered,129
lord j. russell,measures,129
lord j. russell,purpose,127
mr. roebuck,government,819
mr. roebuck,country,710
mr. roebuck,england,579
mr. roebuck,people,578
mr. roebuck,power,440
mr. roebuck,law,374
mr. roebuck,time,364
mr. roebuck,men,289
mr. roebuck,ireland,281
mr. roebuck,india,275
mr. roebuck,roebuck,264
mr. roebuck,war,239
mr. roebuck,parliament,219
mr. roebuck,army,195
mr. roebuck,000,193
mr. roebuck,office,191
mr. roebuck,public,178
mr. roebuck,head,160
mr. roebuck,colonies,157
mr. roebuck,conduct,150
the marquess of normanby,government,68
the marquess of normanby,country,30
the marquess of normanby,italy,29
the marquess of normanby,french,28
the marquess of normanby,sardinia,26
the marquess of normanby,austria,25
the marquess of normanby,war,24
the marquess of normanby,duke,20
the marquess of normanby,conduct,18
the marquess of normanby,england,18
the marquess of normanby,policy,17
the marquess of normanby,foreign,16
the marquess of normanby,orders,16
the marquess of normanby,time,16
the marquess of normanby,despatch,15
the marquess of normanby,france,15
the marquess of normanby,grand,14
the marquess of normanby,florence,13
the marquess of normanby,treaty,13
the marquess of normanby,central,12
sir j. graham,000,73
sir j. graham,country,69
sir j. graham,poor,47
sir j. graham,government,46
sir j. graham,interest,45
sir j. graham,duty,41
sir j. graham,time,41
sir j. graham,county,40
sir j. graham,year,40
sir j. graham,rate,38
sir j. graham,law,37
sir j. graham,power,35
sir j. graham,land,33
sir j. graham,price,33
sir j. graham,parliament,32
sir j. graham,policy,31
sir j. graham,public,31
sir j. graham,ireland,30
sir j. graham,vote,30
sir j. graham,taxation,29
sir r. peel,country,72
sir r. peel,000,62
sir r. peel,public,61
sir r. peel,commons,58
sir r. peel,duty,47
sir r. peel,government,47
sir r. peel,duties,43
sir r. peel,property,42
sir r. peel,ireland,38
sir r. peel,consider,36
sir r. peel,interest,36
sir r. peel,time,35
sir r. peel,vote,35
sir r. peel,protection,33
sir r. peel,crown,32
sir r. peel,land,32
sir r. peel,administration,30
sir r. peel,charge,30
sir r. peel,authority,29
sir r. peel,commission,28
the archbishop of dublin,christianity,17
the archbishop of dublin,parliament,16
the archbishop of dublin,jews,11
the archbishop of dublin,legislature,11
the archbishop of dublin,christian,9
the archbishop of dublin,church,9
the archbishop of dublin,electors,7
the archbishop of dublin,friends,7
the archbishop of dublin,constituency,6
the archbishop of dublin,disabilities,6
the archbishop of dublin,law,6
the archbishop of dublin,institution,5
the archbishop of dublin,religious,5
the archbishop of dublin,catholics,4
the archbishop of dublin,christians,4
the archbishop of dublin,established,4
the archbishop of dublin,indifference,4
the archbishop of dublin,judgment,4
the archbishop of dublin,knowledge,4
the archbishop of dublin,meant,4
sir r. inglis,despatch,3
sir r. inglis,1850,2
sir r. inglis,enclosure,2
sir r. inglis,returned,2
sir r. inglis,1851,1
sir r. inglis,29th,1
sir r. inglis,30th,1
sir r. inglis,4th,1
sir r. inglis,abatement,1
sir r. inglis,accordance,1
sir r. inglis,acknowledged,1
sir r. inglis,addressed,1
sir r. inglis,apprehended,1
sir r. inglis,bishop,1
sir r. inglis,cause,1
sir r. inglis,charles,1
sir r. inglis,colonies,1
sir r. inglis,constitute,1
sir r. inglis,contained,1
sir r. inglis,copy,1
sir r. h. inglis,church,148
sir r. h. inglis,england,98
sir r. h. inglis,university,89
sir r. h. inglis,oxford,82
sir r. h. inglis,country,77
sir r. h. inglis,government,71
sir r. h. inglis,universities,70
sir r. h. inglis,time,60
sir r. h. inglis,college,58
sir r. h. inglis,inglis,57
sir r. h. inglis,colleges,56
sir r. h. inglis,men,55
sir r. h. inglis,property,45
sir r. h. inglis,law,43
sir r. h. inglis,people,43
sir r. h. inglis,crown,42
sir r. h. inglis,parliament,41
sir r. h. inglis,speech,38
sir r. h. inglis,aggression,36
sir r. h. inglis,education,36
mr. gladstone,government,1872
mr. gladstone,000,989
mr. gladstone,country,936
mr. gladstone,time,855
mr. gladstone,public,752
mr. gladstone,law,751
mr. gladstone,parliament,667
mr. gladstone,war,662
mr. gladstone,year,549
mr. gladstone,england,534
mr. gladstone,power,518
mr. gladstone,duty,481
mr. gladstone,tax,461
mr. gladstone,people,399
mr. gladstone,system,391
mr. gladstone,policy,374
mr. gladstone,church,365
mr. gladstone,commons,351
mr. gladstone,vote,347
mr. gladstone,circumstances,335
lord monteagle,government,748
lord monteagle,000,576
lord monteagle,parliament,423
lord monteagle,public,410
lord monteagle,india,368
lord monteagle,time,362
lord monteagle,country,327
lord monteagle,ireland,258
lord monteagle,system,246
lord monteagle,law,231
lord monteagle,bills,224
lord monteagle,england,216
lord monteagle,year,203
lord monteagle,money,190
lord monteagle,war,181
lord monteagle,revenue,165
lord monteagle,authority,161
lord monteagle,duty,156
lord monteagle,debt,153
lord monteagle,company,152
mr. wyse,foreign,2
mr. wyse,37,1
mr. wyse,395,1
mr. wyse,account,1
mr. wyse,advanced,1
mr. wyse,advances,1
mr. wyse,authority,1
mr. wyse,balance,1
mr. wyse,beg,1
mr. wyse,cannon,1
mr. wyse,character,1
mr. wyse,civil,1
mr. wyse,consent,1
mr. wyse,contingencies,1
mr. wyse,council,1
mr. wyse,country,1
mr. wyse,draw,1
mr. wyse,due,1
mr. wyse,fund,1
mr. wyse,government,1
sir g. grey,government,273
sir g. grey,time,228
sir g. grey,law,216
sir g. grey,police,196
sir g. grey,country,185
sir g. grey,parliament,168
sir g. grey,county,132
sir g. grey,property,130
sir g. grey,power,123
sir g. grey,ireland,120
sir g. grey,grey,110
sir g. grey,commission,95
sir g. grey,year,92
sir g. grey,duty,91
sir g. grey,commissioners,89
sir g. grey,referred,85
sir g. grey,boroughs,83
sir g. grey,system,78
sir g. grey,000,76
sir g. grey,public,76
mr. anstey,crown,28
mr. anstey,church,25
mr. anstey,law,24
mr. anstey,power,21
mr. anstey,colony,20
mr. anstey,baronet,18
mr. anstey,government,16
mr. anstey,council,14
mr. anstey,bishop,12
mr. anstey,chamber,12
mr. anstey,colonies,12
mr. anstey,measures,12
mr. anstey,land,11
mr. anstey,nominees,11
mr. anstey,officers,11
mr. anstey,parliament,11
mr. anstey,single,11
mr. anstey,year,11
mr. anstey,anstey,10
mr. anstey,england,10
sir william molesworth,000,220
sir william molesworth,war,203
sir william molesworth,company,184
sir william molesworth,zealand,183
sir william molesworth,government,168
sir william molesworth,russia,162
sir william molesworth,treaty,144
sir william molesworth,law,143
sir william molesworth,rule,140
sir william molesworth,ships,139
sir william molesworth,clergy,138
sir william molesworth,goods,137
sir william molesworth,parliament,136
sir william molesworth,free,124
sir william molesworth,public,122
sir william molesworth,canada,121
sir william molesworth,year,103
sir william molesworth,colonial,100
sir william molesworth,neutral,100
sir william molesworth,office,97
mr. disraeli,government,2925
mr. disraeli,country,2361
mr. disraeli,time,1088
mr. disraeli,000,1087
mr. disraeli,public,1012
mr. disraeli,war,951
mr. disraeli,circumstances,861
mr. disraeli,policy,800
mr. disraeli,parliament,799
mr. disraeli,night,729
mr. disraeli,england,711
mr. disraeli,duty,692
mr. disraeli,conduct,658
mr. disraeli,commons,642
mr. disraeli,year,641
mr. disraeli,important,592
mr. disraeli,forward,590
mr. disraeli,tax,564
mr. disraeli,india,537
mr. disraeli,occasion,532
sir. r. peel,city,3
sir. r. peel,london,3
sir. r. peel,select,3
sir. r. peel,corporation,2
sir. r. peel,different,2
sir. r. peel,important,2
sir. r. peel,rather,2
sir. r. peel,time,2
sir. r. peel,ventured,2
sir. r. peel,affairs,1
sir. r. peel,alderman,1
sir. r. peel,argument,1
sir. r. peel,authorities,1
sir. r. peel,centralisation,1
sir. r. peel,decided,1
sir. r. peel,dispose,1
sir. r. peel,doubt,1
sir. r. peel,duties,1
sir. r. peel,everybody,1
sir. r. peel,example,1
the earl of clarendon,government,1090
the earl of clarendon,russia,490
the earl of clarendon,country,400
the earl of clarendon,war,379
the earl of clarendon,lords,370
the earl of clarendon,time,335
the earl of clarendon,treaty,304
the earl of clarendon,french,285
the earl of clarendon,peace,266
the earl of clarendon,austria,256
the earl of clarendon,england,241
the earl of clarendon,british,234
the earl of clarendon,received,234
the earl of clarendon,france,224
the earl of clarendon,emperor,215
the earl of clarendon,russian,203
the earl of clarendon,powers,193
the earl of clarendon,law,169
the earl of clarendon,foreign,167
the earl of clarendon,states,160
viscount torrington,coffee,98
viscount torrington,government,67
viscount torrington,law,55
viscount torrington,chicory,53
viscount torrington,rebellion,49
viscount torrington,country,45
viscount torrington,martial,44
viscount torrington,time,42
viscount torrington,colony,37
viscount torrington,people,37
viscount torrington,000,36
viscount torrington,public,35
viscount torrington,1848,31
viscount torrington,ceylon,31
viscount torrington,duty,31
viscount torrington,minute,31
viscount torrington,year,31
viscount torrington,evidence,28
viscount torrington,kandy,23
viscount torrington,island,22
sir w. molesworth,colonial,431
sir w. molesworth,colonies,413
sir w. molesworth,000,233
sir w. molesworth,office,221
sir w. molesworth,government,206
sir w. molesworth,colony,176
sir w. molesworth,military,168
sir w. molesworth,expenditure,145
sir w. molesworth,south,139
sir w. molesworth,power,131
sir w. molesworth,imperial,129
sir w. molesworth,constitution,115
sir w. molesworth,powers,108
sir w. molesworth,year,103
sir w. molesworth,men,100
sir w. molesworth,troops,92
sir w. molesworth,wales,89
sir w. molesworth,institutions,86
sir w. molesworth,chamber,85
sir w. molesworth,parliament,85
mr. napier,ireland,868
mr. napier,law,675
mr. napier,government,462
mr. napier,country,404
mr. napier,time,375
mr. napier,church,350
mr. napier,system,346
mr. napier,education,330
mr. napier,property,308
mr. napier,roman,306
mr. napier,napier,262
mr. napier,tenant,256
mr. napier,parliament,248
mr. napier,england,222
mr. napier,power,221
mr. napier,justice,218
mr. napier,bills,211
mr. napier,public,211
mr. napier,people,205
mr. napier,court,197
mr. villiers,country,74
mr. villiers,people,34
mr. villiers,condition,30
mr. villiers,government,30
mr. villiers,protection,29
mr. villiers,interest,26
mr. villiers,land,25
mr. villiers,law,25
mr. villiers,policy,24
mr. villiers,food,23
mr. villiers,parliament,23
mr. villiers,time,22
mr. villiers,want,22
mr. villiers,farmers,19
mr. villiers,free,18
mr. villiers,opposite,18
mr. villiers,classes,17
mr. villiers,measures,17
mr. villiers,purpose,17
mr. villiers,trade,16
mr. serjeant shee,ireland,350
mr. serjeant shee,000,192
mr. serjeant shee,tenant,191
mr. serjeant shee,church,182
mr. serjeant shee,government,174
mr. serjeant shee,irish,139
mr. serjeant shee,landlord,129
mr. serjeant shee,improvements,124
mr. serjeant shee,tenants,119
mr. serjeant shee,england,115
mr. serjeant shee,people,106
mr. serjeant shee,compensation,105
mr. serjeant shee,country,103
mr. serjeant shee,land,103
mr. serjeant shee,time,94
mr. serjeant shee,property,92
mr. serjeant shee,law,82
mr. serjeant shee,catholic,74
mr. serjeant shee,english,72
mr. serjeant shee,improvement,70
mr. j. wilson,000,613
mr. j. wilson,government,294
mr. j. wilson,duty,261
mr. j. wilson,sugar,211
mr. j. wilson,year,210
mr. j. wilson,country,195
mr. j. wilson,duties,155
mr. j. wilson,time,152
mr. j. wilson,public,129
mr. j. wilson,customs,127
mr. j. wilson,goods,117
mr. j. wilson,increase,113
mr. j. wilson,trade,109
mr. j. wilson,paid,105
mr. j. wilson,period,105
mr. j. wilson,officers,98
mr. j. wilson,tons,98
mr. j. wilson,interest,91
mr. j. wilson,revenue,81
mr. j. wilson,office,76
sir charles wood,government,848
sir charles wood,india,832
sir charles wood,000,683
sir charles wood,time,518
sir charles wood,country,475
sir charles wood,men,472
sir charles wood,year,366
sir charles wood,officers,352
sir charles wood,ships,336
sir charles wood,war,330
sir charles wood,admiralty,275
sir charles wood,duty,258
sir charles wood,navy,257
sir charles wood,vessels,257
sir charles wood,tax,254
sir charles wood,gallant,244
sir charles wood,indian,238
sir charles wood,expenditure,184
sir charles wood,naval,181
sir charles wood,public,181
the duke of newcastle,government,1003
the duke of newcastle,country,583
the duke of newcastle,time,473
the duke of newcastle,lords,365
the duke of newcastle,parliament,339
the duke of newcastle,war,322
the duke of newcastle,system,254
the duke of newcastle,army,236
the duke of newcastle,colony,230
the duke of newcastle,men,213
the duke of newcastle,power,213
the duke of newcastle,000,211
the duke of newcastle,circumstances,206
the duke of newcastle,canada,203
the duke of newcastle,public,201
the duke of newcastle,bills,200
the duke of newcastle,year,200
the duke of newcastle,referred,196
the duke of newcastle,duke,192
the duke of newcastle,colonies,173
sir john pakington,government,1869
sir john pakington,country,919
sir john pakington,time,661
sir john pakington,000,616
sir john pakington,year,515
sir john pakington,public,430
sir john pakington,duty,408
sir john pakington,pakington,389
sir john pakington,education,374
sir john pakington,parliament,373
sir john pakington,men,364
sir john pakington,england,362
sir john pakington,system,352
sir john pakington,important,349
sir john pakington,vote,338
sir john pakington,colonies,335
sir john pakington,speech,320
sir john pakington,war,320
sir john pakington,church,303
sir john pakington,baronet,283
mr. henley,government,751
mr. henley,country,498
mr. henley,000,463
mr. henley,time,400
mr. henley,system,329
mr. henley,education,302
mr. henley,public,302
mr. henley,law,258
mr. henley,children,244
mr. henley,henley,234
mr. henley,people,225
mr. henley,year,215
mr. henley,court,211
mr. henley,power,210
mr. henley,schools,203
mr. henley,men,202
mr. henley,parties,201
mr. henley,property,185
mr. henley,money,176
mr. henley,vote,173
mr. bright,government,1550
mr. bright,country,1267
mr. bright,000,905
mr. bright,india,760
mr. bright,people,545
mr. bright,time,438
mr. bright,war,424
mr. bright,year,416
mr. bright,men,412
mr. bright,bright,370
mr. bright,parliament,359
mr. bright,law,353
mr. bright,england,350
mr. bright,church,344
mr. bright,public,328
mr. bright,ireland,284
mr. bright,tax,273
mr. bright,power,271
mr. bright,vote,263
mr. bright,proposition,262
mr. lowe,government,539
mr. lowe,000,298
mr. lowe,india,277
mr. lowe,law,263
mr. lowe,company,252
mr. lowe,system,235
mr. lowe,country,225
mr. lowe,power,218
mr. lowe,trade,216
mr. lowe,public,206
mr. lowe,time,183
mr. lowe,parliament,179
mr. lowe,council,175
mr. lowe,colony,167
mr. lowe,year,158
mr. lowe,people,149
mr. lowe,companies,138
mr. lowe,interest,138
mr. lowe,shipping,136
mr. lowe,money,135
mr. whiteside,government,908
mr. whiteside,ireland,821
mr. whiteside,court,636
mr. whiteside,country,635
mr. whiteside,law,591
mr. whiteside,men,415
mr. whiteside,time,376
mr. whiteside,england,363
mr. whiteside,roman,309
mr. whiteside,war,300
mr. whiteside,000,293
mr. whiteside,power,290
mr. whiteside,property,290
mr. whiteside,parliament,285
mr. whiteside,whiteside,268
mr. whiteside,catholic,250
mr. whiteside,church,241
mr. whiteside,policy,233
mr. whiteside,people,225
mr. whiteside,public,219
the earl of derby,government,3293
the earl of derby,country,1904
the earl of derby,lords,1585
the earl of derby,parliament,1411
the earl of derby,time,1336
the earl of derby,war,703
the earl of derby,000,666
the earl of derby,commons,629
the earl of derby,public,623
the earl of derby,law,611
the earl of derby,power,595
the earl of derby,crown,581
the earl of derby,duty,507
the earl of derby,india,502
the earl of derby,period,498
the earl of derby,men,497
the earl of derby,property,490
the earl of derby,system,485
the earl of derby,duke,479
the earl of derby,circumstances,472
mr. rolt,property,179
mr. rolt,corporation,92
mr. rolt,rights,79
mr. rolt,law,60
mr. rolt,dues,49
mr. rolt,city,39
mr. rolt,court,39
mr. rolt,london,38
mr. rolt,trust,35
mr. rolt,time,34
mr. rolt,individuals,31
mr. rolt,corporations,28
mr. rolt,money,28
mr. rolt,public,27
mr. rolt,trustee,26
mr. rolt,individual,24
mr. rolt,tolls,24
mr. rolt,compensation,22
mr. rolt,benefit,21
mr. rolt,offence,21
the solicitor general,court,615
the solicitor general,law,533
the solicitor general,government,326
the solicitor general,country,317
the solicitor general,time,304
the solicitor general,property,269
the solicitor general,power,213
the solicitor general,chancery,193
the solicitor general,parliament,182
the solicitor general,courts,181
the solicitor general,ireland,181
the solicitor general,estate,177
the solicitor general,office,172
the solicitor general,jurisdiction,160
the solicitor general,land,159
the solicitor general,words,159
the solicitor general,england,155
the solicitor general,purpose,146
the solicitor general,year,139
the solicitor general,000,131
mr. sidney herbert,army,707
mr. sidney herbert,men,675
mr. sidney herbert,government,669
mr. sidney herbert,war,468
mr. sidney herbert,time,390
mr. sidney herbert,officers,380
mr. sidney herbert,country,338
mr. sidney herbert,000,283
mr. sidney herbert,military,268
mr. sidney herbert,system,245
mr. sidney herbert,public,208
mr. sidney herbert,force,197
mr. sidney herbert,troops,184
mr. sidney herbert,officer,171
mr. sidney herbert,peace,157
mr. sidney herbert,england,152
mr. sidney herbert,militia,151
mr. sidney herbert,year,149
mr. sidney herbert,vote,138
mr. sidney herbert,says,131
mr. maguire,ireland,542
mr. maguire,catholic,380
mr. maguire,government,311
mr. maguire,country,242
mr. maguire,000,215
mr. maguire,people,197
mr. maguire,irish,191
mr. maguire,catholics,170
mr. maguire,protestant,159
mr. maguire,time,154
mr. maguire,tax,136
mr. maguire,cork,130
mr. maguire,church,119
mr. maguire,england,113
mr. maguire,system,108
mr. maguire,roman,104
mr. maguire,law,101
mr. maguire,men,101
mr. maguire,children,94
mr. maguire,public,94
mr. hennessy,government,49
mr. hennessy,ireland,32
mr. hennessy,church,31
mr. hennessy,system,29
mr. hennessy,catholic,27
mr. hennessy,england,23
mr. hennessy,colleges,20
mr. hennessy,education,18
mr. hennessy,dissenters,17
mr. hennessy,000,15
mr. hennessy,irish,15
mr. hennessy,sardinia,15
mr. hennessy,public,14
mr. hennessy,students,14
mr. hennessy,year,14
mr. hennessy,people,13
mr. hennessy,religious,13
mr. hennessy,catholics,11
mr. hennessy,english,11
mr. hennessy,failure,11
lord clarence paget,ships,179
lord clarence paget,000,120
lord clarence paget,admiralty,118
lord clarence paget,men,115
lord clarence paget,navy,104
lord clarence paget,line,76
lord clarence paget,year,70
lord clarence paget,system,64
lord clarence paget,naval,63
lord clarence paget,government,60
lord clarence paget,country,57
lord clarence paget,estimates,56
lord clarence paget,vote,55
lord clarence paget,war,55
lord clarence paget,ship,54
lord clarence paget,vessels,53
lord clarence paget,battle,51
lord clarence paget,officers,51
lord clarence paget,time,49
lord clarence paget,commission,48
mr. baines,law,330
mr. baines,poor,195
mr. baines,time,91
mr. baines,england,78
mr. baines,country,73
mr. baines,system,70
mr. baines,year,69
mr. baines,public,68
mr. baines,settlement,64
mr. baines,parish,63
mr. baines,government,61
mr. baines,commission,60
mr. baines,power,60
mr. baines,baines,57
mr. baines,000,56
mr. baines,commissioners,56
mr. baines,parliament,55
mr. baines,guardians,53
mr. baines,removal,51
mr. baines,parishes,50
lord henry lennox,alleged,1
lord henry lennox,application,1
lord henry lennox,baronet,1
lord henry lennox,borough,1
lord henry lennox,bousfield,1
lord henry lennox,circumstances,1
lord henry lennox,consider,1
lord henry lennox,directed,1
lord henry lennox,enable,1
lord henry lennox,except,1
lord henry lennox,execution,1
lord henry lennox,george,1
lord henry lennox,granted,1
lord henry lennox,grey,1
lord henry lennox,ho,1
lord henry lennox,immediate,1
lord henry lennox,inquired,1
lord henry lennox,inquiry,1
lord henry lennox,institute,1
lord henry lennox,modifications,1
mr. walpole,government,1014
mr. walpole,country,702
mr. walpole,law,549
mr. walpole,time,526
mr. walpole,parliament,427
mr. walpole,power,398
mr. walpole,system,317
mr. walpole,church,311
mr. walpole,words,285
mr. walpole,property,283
mr. walpole,year,279
mr. walpole,university,277
mr. walpole,public,268
mr. walpole,000,261
mr. walpole,crown,234
mr. walpole,england,231
mr. walpole,reason,225
mr. walpole,duty,224
mr. walpole,education,224
mr. walpole,men,222
mr. layard,government,737
mr. layard,russia,445
mr. layard,country,427
mr. layard,war,368
mr. layard,turkey,261
mr. layard,time,200
mr. layard,men,179
mr. layard,army,166
mr. layard,turkish,165
mr. layard,policy,158
mr. layard,austria,153
mr. layard,russian,153
mr. layard,public,140
mr. layard,troops,139
mr. layard,british,129
mr. layard,porte,122
mr. layard,treaty,118
mr. layard,constantinople,112
mr. layard,power,102
mr. layard,officers,101
mr. walter,country,50
mr. walter,government,45
mr. walter,roman,30
mr. walter,law,28
mr. walter,spiritual,27
mr. walter,catholic,23
mr. walter,church,22
mr. walter,time,22
mr. walter,england,21
mr. walter,walter,20
mr. walter,poor,16
mr. walter,franchise,15
mr. walter,pope,15
mr. walter,power,15
mr. walter,vote,15
mr. walter,subjects,13
mr. walter,bishops,12
mr. walter,character,12
mr. walter,considered,12
mr. horsman,government,735
mr. horsman,church,498
mr. horsman,bishop,330
mr. horsman,time,291
mr. horsman,ireland,249
mr. horsman,year,230
mr. horsman,england,224
mr. horsman,system,220
mr. horsman,country,215
mr. horsman,parliament,197
mr. horsman,000,195
mr. horsman,commission,191
mr. horsman,law,189
mr. horsman,commissioners,188
mr. horsman,horsman,179
mr. horsman,public,175
mr. horsman,bennett,169
mr. horsman,ecclesiastical,166
mr. horsman,inquiry,163
mr. horsman,office,163
mr. cobden,000,778
mr. cobden,country,766
mr. cobden,government,628
mr. cobden,war,542
mr. cobden,people,446
mr. cobden,men,333
mr. cobden,russia,300
mr. cobden,england,282
mr. cobden,france,276
mr. cobden,tax,273
mr. cobden,time,265
mr. cobden,turkey,242
mr. cobden,year,227
mr. cobden,trade,223
mr. cobden,public,199
mr. cobden,power,194
mr. cobden,vote,180
mr. cobden,system,178
mr. cobden,ships,170
mr. cobden,free,164
the marquess of hartington,government,38
the marquess of hartington,country,15
the marquess of hartington,party,15
the marquess of hartington,foreign,10
the marquess of hartington,support,10
the marquess of hartington,policy,9
the marquess of hartington,europe,8
the marquess of hartington,parliament,8
the marquess of hartington,commons,7
the marquess of hartington,confidence,7
the marquess of hartington,affairs,6
the marquess of hartington,move,6
the marquess of hartington,peace,6
the marquess of hartington,power,6
the marquess of hartington,time,6
the marquess of hartington,attempt,5
the marquess of hartington,circumstances,5
the marquess of hartington,debate,5
the marquess of hartington,doubt,5
the marquess of hartington,england,5
mr. hunt,privilege,7
mr. hunt,arrest,5
mr. hunt,parliament,5
mr. hunt,creditors,4
mr. hunt,crown,4
mr. hunt,reading,4
mr. hunt,subjects,4
mr. hunt,abolish,3
mr. hunt,abolition,3
mr. hunt,commons,3
mr. hunt,county,3
mr. hunt,high,3
mr. hunt,men,3
mr. hunt,reason,3
mr. hunt,session,3
mr. hunt,system,3
mr. hunt,time,3
mr. hunt,admiralty,2
mr. hunt,afterwards,2
mr. hunt,appointed,2
the duke of marlborough,church,127
the duke of marlborough,rates,52
the duke of marlborough,rate,26
the duke of marlborough,services,26
the duke of marlborough,dissenters,24
the duke of marlborough,country,22
the duke of marlborough,established,21
the duke of marlborough,commissioners,18
the duke of marlborough,law,18
the duke of marlborough,parliament,18
the duke of marlborough,time,18
the duke of marlborough,christian,17
the duke of marlborough,ecclesiastical,17
the duke of marlborough,property,17
the duke of marlborough,events,16
the duke of marlborough,duke,15
the duke of marlborough,000,13
the duke of marlborough,common,13
the duke of marlborough,england,12
the duke of marlborough,public,12
mr. corry,000,80
mr. corry,ships,64
mr. corry,steam,51
mr. corry,navy,42
mr. corry,admiralty,39
mr. corry,government,37
mr. corry,men,32
mr. corry,france,31
mr. corry,french,31
mr. corry,naval,27
mr. corry,vessels,27
mr. corry,line,26
mr. corry,year,26
mr. corry,force,25
mr. corry,england,21
mr. corry,power,20
mr. corry,war,20
mr. corry,army,19
mr. corry,home,19
mr. corry,reserve,18
lord robert montagu,church,85
lord robert montagu,rates,24
lord robert montagu,religion,22
lord robert montagu,national,15
lord robert montagu,established,13
lord robert montagu,conscientious,12
lord robert montagu,society,12
lord robert montagu,country,11
lord robert montagu,dissenters,11
lord robert montagu,support,10
lord robert montagu,rate,9
