n,sentiment,decade,grammatical_collocates
76,Positive,1900,many landlords
89,Positive,1900,many tenants
11,Positive,1900,much rent
20,Positive,1900,freehold land
2,Positive,1900,important property
2,Positive,1900,better tenements
35,Positive,1900,valuable land
1,Positive,1900,own allotments
23,Positive,1900,large landowner
1,Positive,1900,good lease
48,Positive,1900,certain land
59,Positive,1900,valuable property
1,Positive,1900,heroic landlords
1,Positive,1900,loyalist landlords
40,Positive,1900,economic rent
1,Positive,1900,greatest renters
20,Positive,1900,old rents
2,Positive,1900,richest land
1,Positive,1900,charitable lands
3,Positive,1900,new crofters
1,Positive,1900,steady depopulation
24,Positive,1900,good tenants
8,Positive,1900,main land
13,Positive,1900,many landowners
2,Positive,1900,high rental
4,Positive,1900,whole rental
37,Positive,1900,particular property
6,Positive,1900,cheap land
2,Positive,1900,more landlords
1,Positive,1900,live rents
1,Positive,1900,superior rents
2,Positive,1900,direct land
2,Positive,1900,desirable property
5,Positive,1900,big landlord
13,Positive,1900,great property
3,Positive,1900,rich landowners
4,Positive,1900,improving lease
161,Positive,1900,new tenants
125,Positive,1900,new tenant
2,Positive,1900,whole tenancy
17,Positive,1900,fertile land
73,Positive,1900,good land
31,Positive,1900,rich land
2,Positive,1900,certain rents
57,Positive,1900,good tenant
1,Positive,1900,hardy crofters
1,Positive,1900,enterprising tenants
19,Positive,1900,large tenants
2,Positive,1900,succeeding tenant
5,Positive,1900,particular tenants
2,Positive,1900,big tenants
9,Positive,1900,whole rent
5,Positive,1900,reasonable landlords
1,Positive,1900,important landlord
2,Positive,1900,original rents
1,Positive,1900,honourable landlords
1,Positive,1900,popular landlords
2,Positive,1900,reasonable tenant
3,Positive,1900,high land
1,Positive,1890,lucky landlord
2,Positive,1890,dear land
2,Positive,1900,unpaid rent
11,Positive,1900,certain rent
2,Positive,1900,particular rent
1,Positive,1900,able landlord
7,Positive,1900,best rent
7,Positive,1900,own lands
54,Positive,1900,higher rent
61,Positive,1900,whole property
1,Positive,1890,old landmarks
1,Positive,1890,high rentals
1,Positive,1890,important property
10,Positive,1900,growing land
34,Positive,1900,large property
1,Positive,1900,general allotment
6,Positive,1900,first allotment
9,Positive,1900,fixed rents
1,Positive,1890,special crofter
2,Positive,1900,many subalterns
1,Positive,1890,certain enclosure
29,Positive,1890,valued rent
1,Positive,1890,valued rental
1,Positive,1890,big landowners
1,Positive,1890,valued landowners
2,Positive,1900,genuine tenants
1,Positive,1890,happy enclosure
1,Positive,1890,protected tenant
1,Positive,1900,rich squatter
12,Positive,1900,increased rents
1,Positive,1900,huge landowners
1,Positive,1890,great depopulation
6,Positive,1900,original tenants
27,Positive,1900,old tenants
1,Positive,1900,respectable landlord
4,Positive,1900,best tenants
18,Positive,1900,old tenant
4,Positive,1900,many evictions
6,Positive,1900,freehold rents
1,Positive,1900,direct landsmen
18,Positive,1900,worth property
5,Positive,1900,complete property
48,Positive,1900,superior landlord
11,Positive,1900,free land
27,Positive,1900,great landowners
38,Positive,1900,whole land
20,Positive,1900,certain landlords
3,Positive,1900,economic rents
1,Positive,1900,own landlords
8,Positive,1900,exclusive property
6,Positive,1900,promised land
1,Positive,1900,successive tenants
1,Positive,1900,interested property
1,Positive,1900,decent land-
4,Positive,1900,strong land
1,Positive,1890,magnificent land
1,Positive,1900,splendid lands
10,Positive,1900,fertile lands
1,Positive,1900,legal landgrabber
3,Positive,1900,fair rental
5,Positive,1900,reasonable rents
6,Positive,1900,fair land
3,Positive,1900,honest tenant
2,Positive,1900,loyal tenant
1,Positive,1900,fresh tenants
2,Positive,1900,freehold rent
5,Positive,1900,improved rent
3,Positive,1900,best lands
9,Positive,1900,most landlords
1,Positive,1900,pure landlords
1,Positive,1890,old feuars
1,Positive,1890,exceptional property
2,Positive,1900,new property
1,Positive,1900,smiling lands
1,Positive,1900,mere landmark
1,Positive,1900,chronological landmark
22,Positive,1900,rich lands
12,Positive,1900,first lease
1,Positive,1900,more landowners
1,Positive,1890,original crofter
1,Positive,1890,richer landowners
1,Positive,1890,excellent landlord
1,Positive,1890,humble tenants
1,Positive,1890,noble landowners
2,Positive,1900,compelling landlord
1,Positive,1900,first allot
1,Positive,1900,full allotments
2,Positive,1900,intelligent landlords
1,Positive,1900,distinct tenement
1,Positive,1900,willing crofters
1,Positive,1900,many eminent
5,Positive,1900,particular lands
9,Positive,1900,free property
1,Positive,1890,legal landlords
2,Positive,1900,extraordinary depopulation
1,Positive,1890,available subalterns
1,Positive,1890,able tenements
1,Positive,1890,dearest land
1,Positive,1890,cheap rent
1,Positive,1900,enterprising landowners
3,Positive,1900,spirited landowners
1,Positive,1900,certain landowner
1,Positive,1900,spirited landowner
5,Positive,1900,excellent land
8,Positive,1900,great lands
6,Positive,1900,suitable lands
2,Positive,1900,respective lands
5,Positive,1900,new lands
6,Positive,1900,capable land
3,Positive,1900,good lands
3,Positive,1900,full rents
2,Positive,1900,dwelling property
2,Positive,1900,reasonable rental
11,Positive,1900,large lands
4,Positive,1900,rich landlords
1,Positive,1900,rich tenants
1,Positive,1900,secured rent
8,Positive,1900,new rent
20,Positive,1900,original lease
18,Positive,1900,new tenancy
1,Positive,1900,greatest rent
1,Positive,1900,dear land
1,Positive,1900,wealthy zemindar
2,Positive,1900,excellent landlord
1,Positive,1900,certain allotments
48,Positive,1900,worth land
1,Positive,1900,enterprising landlord
1,Positive,1900,available subalterns
4,Positive,1900,large landlord
4,Positive,1900,fair rentals
4,Positive,1900,more property
7,Positive,1900,great landowner
2,Positive,1900,consecrated land
9,Positive,1900,fixed property
1,Positive,1900,decent land
4,Positive,1900,magnificent property
7,Positive,1900,new land
14,Positive,1900,considerable property
1,Positive,1900,better rentals
4,Positive,1900,higher rental
8,Positive,1910,fair rents
1,Positive,1910,considerable property
3,Positive,1910,best land
17,Positive,1900,full rent
28,Positive,1900,certain tenants
2,Positive,1900,fine lands
3,Positive,1900,rich landowner
1,Positive,1900,higher land
4,Positive,1900,sympathetic landlord
4,Positive,1900,fine land
1,Positive,1900,more crofters
2,Positive,1900,old rental
1,Positive,1900,own crofts
2,Positive,1900,excellent tenant
1,Positive,1900,free turbary
2,Positive,1900,good rent
1,Positive,1900,particular croft
2,Positive,1900,right tenant
2,Positive,1900,magnificent land
2,Positive,1900,very tenants
1,Positive,1900,rich property
1,Positive,1900,powerful landlords
38,Positive,1900,first rents
2,Positive,1900,loyalist tenant
1,Positive,1900,loyal tenants
3,Positive,1900,willing landlords
2,Positive,1900,many land
4,Positive,1900,large land
4,Positive,1900,fresh leases
1,Positive,1900,special allotment
4,Positive,1900,old property
1,Positive,1900,substantial rental
1,Positive,1900,desirable tenant
1,Positive,1900,distinct hypothecation
6,Positive,1900,new rents
3,Positive,1900,charitable property
1,Positive,1900,higher lands
1,Positive,1900,respected landlord
1,Positive,1900,new landlord
1,Positive,1900,valuable tenant
2,Positive,1900,right land
2,Positive,1900,high rentals
3,Positive,1900,new tenements
7,Positive,1900,better land
4,Positive,1900,many tenements
1,Positive,1900,greater rent
1,Positive,1900,many leaseholders
3,Positive,1900,free tenants
15,Positive,1900,higher rents
3,Positive,1900,more leases
1,Positive,1900,available property
1,Positive,1900,respecting landlord
3,Positive,1900,decent landlord
1,Positive,1900,accepted tenant
4,Positive,1900,splendid land
6,Positive,1900,suitable tenant
3,Positive,1900,whole tenants
11,Positive,1900,direct tenants
1,Positive,1900,advantageous land
5,Positive,1900,certain crofters
1,Positive,1900,wealthy landowners
1,Positive,1900,wealthiest landlords
16,Positive,1900,fresh lease
2,Positive,1900,high lands
14,Positive,1900,original rent
2,Positive,1900,many property
1,Positive,1900,substantial land
4,Positive,1900,better tenants
1,Positive,1900,intelligent tenants
2,Positive,1900,educational land
4,Positive,1900,direct landlord
1,Positive,1900,richest lands
2,Positive,1900,real tenant
1,Positive,1900,willing landlord
2,Positive,1900,own demesnes
11,Positive,1900,great tenants
1,Positive,1900,original rental
1,Positive,1900,astute landlords
8,Positive,1900,first tenants
1,Positive,1900,large demesne
8,Positive,1900,valuing land
5,Positive,1900,direct tenant
1,Positive,1900,influential landrost
5,Positive,1900,old leases
14,Positive,1900,old lease
2,Positive,1900,prosperous land
1,Positive,1900,influential landlord
2,Positive,1900,richer landlord
2,Positive,1900,big landlords
4,Positive,1900,big landowners
2,Positive,1900,responsible landlord
1,Positive,1900,greater land
2,Positive,1900,solid property
1,Positive,1900,happier land
2,Positive,1900,many tenant
2,Positive,1900,new inclosure
1,Positive,1900,better property
7,Positive,1900,improved land
1,Positive,1900,main property
1,Positive,1900,certain landowners
1,Positive,1900,new enclosure
2,Positive,1900,interested landlords
7,Positive,1900,free tenant
3,Positive,1900,generous landlord
1,Positive,1900,small landmark
1,Positive,1900,careful tenants
1,Positive,1900,old landmarks
3,Positive,1900,first tenant
44,Positive,1900,particular land
2,Positive,1900,old landlord
1,Positive,1900,huge property
3,Positive,1900,first land
1,Positive,1900,certain enclosures
2,Positive,1900,many lands
1,Positive,1900,innocent tenant
1,Positive,1900,created tenancy
4,Positive,1900,outgoing tenants
2,Positive,1900,certain landlord
4,Positive,1900,finest land
1,Positive,1900,splendid property
1,Positive,1900,warmer lands
1,Positive,1900,willing tenants
1,Positive,1900,increased property
1,Positive,1900,improved property
2,Positive,1900,excellent property
6,Positive,1900,light land
2,Positive,1900,suitable property
1,Positive,1900,great demesnes
2,Positive,1900,secured rents
2,Positive,1900,better lands
1,Positive,1900,prosperous tenants
3,Positive,1900,excellent landlords
1,Positive,1900,big leaseholders
1,Positive,1900,innocent property
1,Positive,1900,adequate rents
1,Positive,1900,most property
3,Positive,1900,willing tenant
4,Positive,1900,promised crofters
2,Positive,1900,original leases
2,Positive,1900,most tenants
1,Positive,1900,respective crofts
3,Positive,1900,general property
1,Positive,1900,whole occupancy
11,Positive,1900,new crofts
1,Positive,1900,fixed tenancy
1,Positive,1900,more rentals
1,Positive,1900,starboard landmark
4,Positive,1900,great land
4,Positive,1900,wealthy landlords
5,Positive,1900,substantial tenant
3,Positive,1900,respectable tenant
1,Positive,1900,outstanding lease
3,Positive,1900,very property
1,Positive,1900,generous landlords
1,Positive,1900,beloved tenants
3,Positive,1900,respectable tenants
3,Positive,1900,good property
4,Positive,1900,deserving tenants
11,Positive,1900,many leases
1,Positive,1900,peculiar tenancy
1,Positive,1900,created tenants
1,Positive,1900,own leases
3,Positive,1900,own rent
1,Positive,1900,whimsical landlord
10,Positive,1900,own landlord
1,Positive,1900,own lessee
1,Positive,1900,remarkable landlord
1,Positive,1900,great tenant
2,Positive,1900,many rents
4,Positive,1900,best landlords
9,Positive,1900,own tenants
1,Positive,1900,successful tenant
1,Positive,1900,fresh tenant
1,Positive,1900,powerful landlord
2,Positive,1900,certain leases
1,Positive,1900,cultural property
1,Positive,1900,most rent
1,Positive,1900,magnificent lands
2,Positive,1900,adequate rent
2,Positive,1900,considerable rent
1,Positive,1900,friendly landlord
4,Positive,1900,wealthy landlord
3,Positive,1900,suitable allotments
1,Positive,1900,beautiful land
1,Positive,1900,legal rents
2,Positive,1900,noble landlord
1,Positive,1900,secured rental
1,Positive,1900,definite property
3,Positive,1900,most leases
1,Positive,1900,social property
1,Positive,1900,worthy tenant
2,Positive,1900,good rents
1,Positive,1900,fresh tenancy
1,Positive,1900,rare landlord
1,Positive,1900,better rent
1,Positive,1900,generous land
1,Positive,1900,fixed rental
1,Positive,1900,beautiful property
2,Positive,1900,good landowners
1,Positive,1900,whole landscape
4,Positive,1900,old tenancy
1,Positive,1900,original crofters
1,Positive,1900,far lands
1,Positive,1900,increased allotments
1,Positive,1900,special allotments
4,Positive,1900,more tenants
1,Positive,1900,beneficial leases
2,Positive,1900,new rental
1,Positive,1900,own landers
1,Positive,1900,high landers
1,Positive,1900,welcome landmark
6,Positive,1900,large tenant
3,Positive,1900,valued land
2,Positive,1900,old lands
1,Positive,1900,like rent
1,Positive,1900,old crofters
1,Positive,1900,surviving tenant
1,Positive,1900,kind landlords
2,Positive,1900,compelling landlords
1,Positive,1900,adequate tenants
1,Positive,1900,keen subaltern
6,Positive,1900,major renton
1,Positive,1900,respective tenants
1,Positive,1900,richer landlords
2,Positive,1900,big landowner
1,Positive,1900,very rents
2,Positive,1900,first crofters
2,Positive,1900,more allotments
2,Positive,1900,ready land
1,Positive,1900,bare rent
1,Positive,1900,beneficent landowners
1,Positive,1900,popular landlordism
1,Positive,1900,willing leaseholders
3,Positive,1900,benevolent landlords
1,Positive,1900,old allotments
2,Positive,1900,richer land
1,Positive,1900,satisfactory tenant
1,Positive,1900,whole lands
2,Positive,1900,greater landlords
1,Positive,1900,greatest landlord
2,Positive,1900,certain tenant
1,Positive,1900,great feudatories
2,Positive,1900,very lands
1,Positive,1900,successive land
1,Positive,1900,leading landholders
1,Positive,1900,young subalterns
1,Positive,1900,greater rental
2,Positive,1900,peaceful tenants
1,Positive,1900,nice property
1,Positive,1900,greatest lands
1,Positive,1900,amicable evictions
2,Positive,1900,own demesne
2,Positive,1900,better landlords
1,Positive,1900,peaceful tenant
1,Positive,1900,desirable tenants
1,Positive,1900,good turbary
2,Positive,1900,interested landowners
1,Positive,1900,large landholder
1,Positive,1900,light lands
3,Positive,1900,genuine tenant
1,Positive,1900,fresh evictions
2,Positive,1900,fit tenant
4,Positive,1900,improving landlord
1,Positive,1900,increased feu
1,Positive,1900,new inclosures
2,Positive,1900,own tenant
1,Positive,1900,honest rental
2,Positive,1900,natural rent
1,Positive,1900,picturesque demesne
4,Positive,1900,original landlord
2,Positive,1900,satisfactory tenants
3,Positive,1900,large tenements
2,Positive,1900,benevolent landlord
1,Positive,1900,desirable land
1,Positive,1900,full property
8,Positive,1900,agreed rent
1,Positive,1900,wise landowner
1,Positive,1900,very landlords
1,Positive,1900,own crofters
1,Positive,1900,prosperous tenant
1,Positive,1900,many feus
1,Positive,1900,new landholder
6,Positive,1900,new landholders
7,Positive,1900,true rent
1,Positive,1900,better tenant
1,Positive,1900,very landowners
1,Positive,1900,assured property
1,Positive,1900,definite lands
1,Positive,1900,decent tenant
1,Positive,1900,artistic property
11,Positive,1900,bare land
1,Positive,1900,most landowners
1,Positive,1900,prosperous tenantry
1,Positive,1900,new landlords
1,Positive,1900,leading tenant
1,Positive,1900,full lands
1,Positive,1900,many landlord
1,Positive,1900,promising tenant
2,Positive,1900,economic tenants
1,Positive,1900,new landowner
1,Positive,1900,touching property
1,Positive,1900,noble landowner
2,Positive,1900,substantial property
1,Positive,1900,big property
1,Positive,1900,new allotments
2,Positive,1900,more squatters
1,Positive,1900,abundant land
4,Positive,1900,fresh land
1,Positive,1900,cheerful land
1,Positive,1900,direct rent
1,Positive,1900,best tenant
1,Positive,1900,wise landowners
2,Positive,1900,best landowners
1,Positive,1900,sound property
1,Positive,1900,large allotments
1,Positive,1900,happiest lands
1,Positive,1900,respected tenant
1,Positive,1900,happy land
1,Positive,1900,normal rent
1,Positive,1900,friendly landlords
2,Positive,1900,reasonable landlord
1,Positive,1900,comfortable tenants
3,Positive,1900,direct landlords
1,Positive,1900,considerable lands
1,Positive,1900,interested crofters
1,Positive,1900,prosperous landlords
1,Positive,1900,honest landlord
1,Positive,1900,more rents
2,Positive,1900,many allotments
1,Positive,1900,deserving tenant
1,Positive,1900,worth rent
2,Positive,1900,genuine tenancy
1,Positive,1900,outstanding leases
1,Positive,1900,own lease
1,Positive,1900,fresh lessee
1,Positive,1900,ready lessee
3,Positive,1900,first property
2,Positive,1900,superior landlords
2,Positive,1900,favourable lease
1,Positive,1900,primary lease
1,Positive,1900,original lessee
1,Positive,1900,particular lessee
1,Positive,1900,successive leaseholder
1,Positive,1900,large demesnes
2,Positive,1900,available lands
1,Positive,1900,growing property
3,Positive,1900,outstanding tenants
4,Positive,1900,certain rental
2,Positive,1900,new vassal
1,Positive,1900,intellectual property
1,Positive,1900,higher lease
2,Positive,1900,special land
2,Positive,1900,remarkable property
1,Positive,1900,whole leaseholders
1,Positive,1900,original landowner
3,Positive,1900,great leases
2,Positive,1900,great rents
1,Positive,1900,valuable lands
1,Positive,1900,general leaseholders
1,Positive,1900,right property
1,Positive,1900,young leaseholder
1,Positive,1900,clear property
1,Positive,1900,worth tenement
3,Positive,1900,most land
1,Positive,1900,large landholders
1,Positive,1900,complete lease
1,Positive,1900,many landholders
1,Positive,1900,certain squatters
2,Positive,1900,particular leases
1,Positive,1900,giving land
1,Positive,1900,respective allotments
1,Positive,1900,safer property
1,Positive,1900,nice croft
1,Positive,1900,ideal landlady
1,Positive,1900,accepted squatters
1,Positive,1900,clear land
1,Positive,1900,special rents
1,Positive,1900,kind landlord
1,Positive,1900,certain lease
1,Positive,1900,distinguished landlords
1,Positive,1900,whole demesne
1,Positive,1900,improved landlords
1,Positive,1900,beneficial lease
1,Positive,1900,happy tenants
1,Positive,1900,contented tenants
1,Positive,1900,favoured landlords
1,Positive,1900,free lands
3,Positive,1900,innocent landholders
1,Positive,1900,granted allotments
1,Positive,1900,whole landlords
1,Positive,1900,improved lands
6,Positive,1900,very land
1,Positive,1900,whole leasehold
1,Positive,1900,profitable property
12,Positive,1900,developed land
1,Positive,1900,cheap property
1,Positive,1900,considerable feus
1,Positive,1900,able land
1,Positive,1900,clear rent
1,Positive,1900,developed property
1,Positive,1900,economical rent
1,Positive,1900,normal land
1,Positive,1900,cheap rent
1,Positive,1900,full land
1,Positive,1900,better leases
1,Positive,1900,created lease
1,Positive,1900,reasonable lease
1,Positive,1900,considerable leases
1,Positive,1900,wealthy landowner
1,Positive,1900,pure land
1,Positive,1900,many crofts
1,Positive,1900,large rental
5,Positive,1900,agreed rents
1,Positive,1900,original property
1,Positive,1900,more tenant
1,Positive,1900,right landlord
2,Positive,1900,innocent landlord
1,Positive,1900,save land
1,Positive,1900,cultural land
1,Positive,1900,clear tenants
1,Positive,1900,certain leaseholders
1,Positive,1900,legal tenant
2,Positive,1900,original tenancy
1,Positive,1900,admirable landlord
1,Positive,1900,ideal rent
2,Positive,1900,general land
1,Positive,1900,full rental
1,Positive,1900,spirited landlord
2,Positive,1900,fresh lands
1,Positive,1900,improved lease
1,Positive,1900,improving property
19,Positive,1910,many tenants
1,Positive,1910,old tenant
5,Positive,1910,own property
1,Positive,1910,new inclosures
1,Positive,1910,full allotments
2,Positive,1910,free land
11,Positive,1910,more land
2,Positive,1910,many landlords
12,Positive,1910,certain lands
6,Positive,1910,good land
15,Positive,1910,fair rent
1,Positive,1910,old rents
6,Positive,1910,suitable land
7,Positive,1910,certain land
4,Positive,1910,big landlords
1,Positive,1910,evident land
2,Positive,1910,particular land
2,Positive,1910,growing land
1,Positive,1910,good tenant
1,Positive,1910,own landlord
1,Positive,1910,good landlord
8,Positive,1910,own land
2,Positive,1910,excellent land
1,Positive,1910,light land
1,Positive,1910,original lease
5,Positive,1910,available land
1,Positive,1910,suitable tenant
4,Positive,1910,large landowner
1,Positive,1900,many evicted
1,Positive,1910,leading landowners
1,Positive,1910,beautiful land
1,Positive,1910,free tenant
5,Positive,1910,whole land
1,Positive,1900,agreed land
2,Positive,1910,many allotments
8,Positive,1910,much land
5,Positive,1910,higher rents
1,Positive,1910,particular rents
1,Positive,1910,large landlord
2,Positive,1910,old tenants
4,Positive,1910,new tenants
4,Positive,1910,direct tenants
2,Positive,1910,valuable property
1,Positive,1910,old landmarks
1,Positive,1910,handsome rent
1,Positive,1910,agreed rents
1,Positive,1910,useful landmarks
2,Positive,1910,certain landowners
4,Positive,1910,large landowners
3,Positive,1910,high rent
4,Positive,1910,particular property
1,Positive,1910,best property
1,Positive,1900,normal rental
1,Positive,1900,true rental
1,Positive,1900,approved tenants
1,Positive,1910,cheap allotments
1,Positive,1910,great landlady
1,Positive,1910,big landowner
1,Positive,1910,wealthy landowners
2,Positive,1910,increased rent
1,Positive,1910,increased rents
1,Positive,1910,certain leases
1,Positive,1910,full rent
5,Positive,1910,high rents
1,Positive,1910,particular landowners
3,Positive,1910,economic rent
2,Positive,1910,new lease
1,Positive,1910,friendly leases
1,Positive,1910,worth rent
1,Positive,1910,rich landlord
2,Positive,1910,much property
1,Positive,1910,fixed rental
1,Positive,1910,fixed rent
1,Positive,1910,certain tenants
2,Positive,1910,new tenant
1,Positive,1910,worth land
2,Positive,1910,many tenements
3,Positive,1910,big landowners
12,Positive,1910,real property
2,Positive,1910,great land
2,Positive,1910,great landlords
3,Positive,1910,certain property
2,Positive,1910,large property
1,Positive,1910,most landowners
1,Positive,1910,best landowners
4,Positive,1910,valuable land
4,Positive,1910,genuine land
1,Positive,1910,purely land
1,Positive,1910,special property
1,Positive,1910,valuing land
1,Positive,1910,young subalterns
2,Positive,1910,great landowners
1,Positive,1910,fresh lease
1,Positive,1900,compelling tenants
1,Positive,1900,fortunate landowners
2,Positive,1910,more property
1,Positive,1910,high land
1,Positive,1900,happier tenants
1,Positive,1900,useful land
1,Positive,1900,economic tenant
1,Positive,1900,positive landmark
1,Positive,1900,rightful tenant
1,Positive,1900,important landlords
1,Positive,1910,sufficient landmark
1,Positive,1900,particular rental
1,Positive,1900,exact landscape
1,Positive,1910,special tenant
1,Positive,1910,outstanding tenants
1,Positive,1910,old landmark
1,Positive,1910,promised land
1,Positive,1910,direct landlords
1,Positive,1910,available property
2,Positive,1910,much rent
1,Positive,1910,fresh leases
1,Positive,1910,finest land
1,Positive,1910,rich land
1,Positive,1910,main land
1,Positive,1910,old lands
1,Positive,1910,cheap land
1,Positive,1910,profitable leases
2,Positive,1910,direct landlord
2,Positive,1910,old property
1,Positive,1910,new property
1,Positive,1910,own tenants
1,Positive,1910,large leases
1,Positive,1910,outstanding leases
3,Positive,1910,free lease
1,Positive,1910,certain rental
1,Positive,1900,leading landlords
1,Positive,1900,leading landlord
1,Positive,1900,ready landlords
1,Positive,1900,whole rents
1,Positive,1910,gallant subaltern
1,Positive,1910,fresh landsmen
1,Positive,1910,modest rent
1,Positive,1900,more crofts
1,Positive,1910,particular landlords
2,Positive,1910,outgoing tenant
1,Positive,1910,desirable croft
1,Positive,1910,experimental croft
1,Positive,1900,intelligent subalterns
1,Positive,1900,special subalterns
1,Positive,1900,pure lands
1,Positive,1900,direct landowners
1,Positive,1900,successful crofters
2,Positive,1910,certain squatters
4,Positive,1910,responsible tenants
1,Positive,1910,best tenants
1,Positive,1910,available tenants
1,Positive,1910,active occupancy
1,Positive,1910,freehold land
2,Positive,1910,many landowners
1,Positive,1910,freehold property
1,Positive,1910,higher rent
1,Positive,1910,particular tenants
2,Positive,1900,distinct land
1,Positive,1900,desired land
1,Positive,1900,particular tenement
1,Positive,1910,greatest property
1,Positive,1910,better property
1,Positive,1910,important landowners
1,Positive,1910,old land
1,Positive,1910,general property
1,Positive,1910,own demesne
1,Positive,1910,easy land
1,Positive,1910,main landsmen
1,Positive,1910,greatest landlord
1,Positive,1910,desirable tenants
1,Positive,1910,old rent
1,Positive,1910,general land
1,Positive,1910,certain landlords
1,Positive,1910,new subaltern
16,Negative,1800,other property
1,Negative,1800,few landsmen
1,Negative,1800,unhappy land
1,Negative,1800,many absentees
1,Negative,1800,other tenements
7,Negative,1800,foreign property
1,Negative,1800,less land
1,Negative,1800,small property
1,Negative,1800,poor land
3,Negative,1810,stolen property
43,Negative,1810,other property
1,Negative,1810,other landlord
1,Negative,1810,po- land
1,Negative,1810,oppressive landlords
1,Negative,1810,few leases
9,Negative,1810,little property
7,Negative,1810,long leases
1,Negative,1810,common leases
1,Negative,1810,other eminent
2,Negative,1810,ancient feuds
1,Negative,1810,miserable tenants
1,Negative,1810,dry land
1,Negative,1810,religious feuds
1,Negative,1810,internal feuds
1,Negative,1810,unfortunate tenant
1,Negative,1810,due rents
1,Negative,1810,common enclosure
2,Negative,1810,due rent
3,Negative,1810,long lease
1,Negative,1810,political feuds
2,Negative,1810,other landlords
1,Negative,1810,common land
1,Negative,1810,ordinary rent
1,Negative,1810,low rents
1,Negative,1810,small rents
1,Negative,1810,small rent
1,Negative,1810,distressed property
5,Negative,1810,foreign land
2,Negative,1810,foreign property
2,Negative,1810,poor land
2,Negative,1810,common lands
1,Negative,1810,harsh landlord
2,Negative,1810,distant land
1,Negative,1810,oppressed tenants
1,Negative,1810,dishonest landlords
1,Negative,1810,subject property
1,Negative,1810,gross rental
1,Negative,1810,distant lands
1,Negative,1810,unfortunate tenants
1,Negative,1810,oppressed vassal
1,Negative,1810,single eminent
2,Negative,1810,single tenant
1,Negative,1810,liable property
1,Negative,1810,excessive rentals
3,Negative,1810,inferior lands
1,Negative,1810,incapable lands
1,Negative,1810,less property
1,Negative,1810,poor lands
1,Negative,1810,foreign lands
1,Negative,1810,miserable enclosures
1,Negative,1810,common property
3,Negative,1820,small rent
1,Negative,1820,other chattels
1,Negative,1810,small property
1,Negative,1810,single landholder
1,Negative,1810,useless splendor
1,Negative,1810,other lands
1,Negative,1820,small allotments
1,Negative,1820,common lands
1,Negative,1810,mere tenant
1,Negative,1810,poor tenantry
1,Negative,1800,military occupancy
1,Negative,1800,long lease
1,Negative,1800,poor tenants
1,Negative,1820,low rental
2,Negative,1820,dry land
2,Negative,1820,worst land
16,Negative,1820,bad land
10,Negative,1820,small property
4,Negative,1820,inferior land
4,Negative,1820,inferior lands
21,Negative,1820,poor lands
16,Negative,1820,poor land
1,Negative,1820,indifferent land
6,Negative,1820,little property
1,Negative,1820,due rent
1,Negative,1820,admitted property
1,Negative,1820,hard landlord
48,Negative,1820,other property
1,Negative,1820,poor property
1,Negative,1820,dangerous property
2,Negative,1820,less rent
1,Negative,1820,private feuds
3,Negative,1820,little land
4,Negative,1820,small tenements
2,Negative,1820,unfortunate tenants
2,Negative,1820,other leases
9,Negative,1820,long leases
2,Negative,1820,small rents
1,Negative,1820,ruined tenant
1,Negative,1820,unable land
2,Negative,1820,poorer land
1,Negative,1820,thin lands
2,Negative,1820,average rent
1,Negative,1820,long lease
10,Negative,1820,foreign land
1,Negative,1820,raging feuds
1,Negative,1820,unhappy feuds
1,Negative,1820,average land
1,Negative,1820,poor tenantry
1,Negative,1820,civil feuds
5,Negative,1820,stolen property
1,Negative,1820,overpaid absentees
6,Negative,1820,common property
1,Negative,1820,miserable feuds
1,Negative,1820,insolvent tenants
8,Negative,1820,poorer lands
2,Negative,1820,bad lands
1,Negative,1820,unfortunate land
1,Negative,1820,strange land
1,Negative,1820,other tenements
3,Negative,1820,poor tenants
2,Negative,1820,foreign property
1,Negative,1820,fraudulent eviction
1,Negative,1820,severe landlords
1,Negative,1820,inferior landlord
1,Negative,1820,miserable tenantry
2,Negative,1820,mere property
2,Negative,1820,lower rents
2,Negative,1820,other landholders
5,Negative,1820,other lands
1,Negative,1820,alarmed landholders
1,Negative,1820,other landlords
2,Negative,1820,other land
5,Negative,1820,low rents
1,Negative,1820,less land
5,Negative,1820,small landholders
2,Negative,1820,religious feuds
1,Negative,1820,worse landlords
1,Negative,1820,other tenants
1,Negative,1820,heavy rent
1,Negative,1820,many absentees
4,Negative,1820,irish absentees
1,Negative,1820,poorer tenant
1,Negative,1820,heavy rents
1,Negative,1820,insolvent tenant
1,Negative,1820,other landsmen
2,Negative,1820,unhappy land
2,Negative,1820,ancient feuds
1,Negative,1820,deceitful landmarks
2,Negative,1820,petty fogging
1,Negative,1820,new absentees
1,Negative,1820,constant feuds
1,Negative,1820,ruined tenantry
1,Negative,1820,mere absentees
1,Negative,1820,distant tenantry
1,Negative,1820,mere absentee
1,Negative,1820,irish absentee
1,Negative,1820,lost property
1,Negative,1820,foreign lands
1,Negative,1820,poorer tenantry
1,Negative,1820,guilty splendor
1,Negative,1820,useless splendor
1,Negative,1820,lowest rent
1,Negative,1820,worse land
1,Negative,1830,deteriorated property
1,Negative,1830,heartless absentee
1,Negative,1820,inveterate feuds
1,Negative,1820,lower rent
1,Negative,1820,oppressive rent
228,Negative,1830,other property
7,Negative,1830,inferior land
2,Negative,1830,mere occupancy
