nation,concern,decade,n
Ireland,lace,1880,1
Ireland,lace making,1880,1
Ireland,ladies,1890,1
Ireland,lady,1880,1
Ireland,land,1800,1
Ireland,land,1840,9
Ireland,land,1850,6
Ireland,land,1860,8
Ireland,land,1870,5
Ireland,land,1880,250
Ireland,land,1890,87
Ireland,land,1900,46
Ireland,land,1910,50
Ireland,land courts,1880,1
Ireland,land courts,1890,1
Ireland,land grabbing,1890,1
Ireland,land league,1880,2
Ireland,land sales,1890,1
Ireland,land sales,1910,6
Ireland,land stock,1890,1
Ireland,landed,1830,1
Ireland,landed,1840,5
Ireland,landed,1850,1
Ireland,landed,1860,2
Ireland,landed,1870,1
Ireland,landed,1880,2
Ireland,landed,1890,1
Ireland,landed,1900,1
Ireland,landed estates,1850,1
Ireland,landed estates,1860,1
Ireland,landed estates,1870,1
Ireland,landed estates,1880,1
Ireland,landed estates,1890,1
Ireland,landed property,1830,1
Ireland,landed property,1840,5
Ireland,landed property,1860,1
Ireland,landing,1890,1
Ireland,landing,1900,2
Ireland,landowners,1900,1
Ireland,lands,1820,2
Ireland,lands,1830,12
Ireland,lands,1840,18
Ireland,lands,1850,8
Ireland,lands,1870,2
Ireland,lands,1880,8
Ireland,lands,1890,4
Ireland,lands,1900,6
Ireland,lands,1910,28
Ireland,language,1870,1
Ireland,language,1880,2
Ireland,late,1880,7
Ireland,law administration,1840,1
Ireland,law administration,1910,2
Ireland,lay,1890,1
Ireland,learners,1880,2
Ireland,learners,1900,1
Ireland,leaseholders,1880,2
Ireland,leaseholders,1890,2
Ireland,leases,1850,1
Ireland,leases,1880,2
Ireland,leasing,1840,1
Ireland,leasing,1850,8
Ireland,leave,1860,5
Ireland,legacy,1890,1
Ireland,legal,1830,2
Ireland,legal,1850,1
Ireland,legal,1870,1
Ireland,legal,1900,2
Ireland,legislative union,1810,1
Ireland,lessons,1900,1
Ireland,letter,1810,3
Ireland,letter,1840,3
Ireland,letter,1870,3
Ireland,letter,1880,18
Ireland,letter,1890,6
Ireland,letter,1900,6
Ireland,letting,1830,3
Ireland,letting,1880,2
Ireland,letting,1890,1
Ireland,level crossing,1900,2
Ireland,levies,1880,1
Ireland,liability,1880,2
Ireland,libraries,1890,3
Ireland,libraries,1900,3
Ireland,library,1880,2
Ireland,library,1890,3
Ireland,library,1900,3
Ireland,light railways,1800,2
Ireland,light railways,1880,8
Ireland,light railways,1890,18
Ireland,light railways,1910,4
Ireland,lighting,1890,2
Ireland,linen,1820,1
Ireland,linen,1830,2
Ireland,linen,1840,1
Ireland,linen,1900,2
Ireland,linen trade,1820,1
Ireland,linen trade,1830,2
Ireland,linen trade,1900,1
Ireland,liquor,1890,8
Ireland,liquor traffic,1890,1
Ireland,liquors,1870,6
Ireland,liquors,1880,15
Ireland,liquors,1890,8
Ireland,liquors,1900,5
Ireland,lists,1880,7
Ireland,lists,1890,2
Ireland,literary,1880,2
Ireland,literary,1900,2
Ireland,literary,1910,4
Ireland,live stock,1890,1
Ireland,live stock,1900,3
Ireland,locomotives,1900,1
Ireland,lodge,1880,2
Ireland,lodges,1830,1
Ireland,lodging,1880,1
Ireland,lotteries,1900,1
Ireland,lunacy,1880,1
Ireland,lunacy,1890,4
Ireland,lunacy,1900,7
Ireland,lunatic asylum,1850,1
Ireland,lunatic asylum,1880,3
Ireland,lunatic asylum,1890,1
Ireland,lunatic asylums,1840,1
Ireland,lunatic asylums,1850,3
Ireland,lunatic asylums,1860,1
Ireland,lunatic asylums,1880,12
Ireland,lunatic asylums,1890,11
Ireland,lunatics,1840,4
Ireland,lunatics,1880,1
Ireland,lunatics,1890,6
Ireland,lunatics,1900,5
Ireland,lunatics,1910,4
Ireland,machines,1890,1
Ireland,mackerel,1910,4
Ireland,magistrate,1880,2
Ireland,magistrate,1890,1
Ireland,magistrates,1830,2
Ireland,magistrates,1840,4
Ireland,magistrates,1860,1
Ireland,magistrates,1870,2
Ireland,magistrates,1880,12
Ireland,magistrates,1890,6
Ireland,magistrates,1900,2
Ireland,magistrates,1910,6
Ireland,maiden,1900,1
Ireland,mail,1840,1
Ireland,mail,1880,5
Ireland,mail,1890,7
Ireland,mail,1900,6
Ireland,mails,1880,1
Ireland,mails,1890,7
Ireland,mails,1900,1
Ireland,making,1880,1
Ireland,making,1890,1
Ireland,making,1900,1
Ireland,malicious,1850,1
Ireland,malicious,1880,5
Ireland,malicious,1890,2
Ireland,malicious,1900,6
Ireland,malicious,1910,2
Ireland,malicious injuries,1850,2
Ireland,malicious injuries,1880,4
Ireland,malicious injuries,1890,2
Ireland,malicious injuries,1900,12
Ireland,malicious injuries,1910,4
Ireland,malt,1830,1
Ireland,malt,1900,1
Ireland,man,1880,4
Ireland,man,1900,2
Ireland,managers,1890,1
Ireland,managers,1900,1
Ireland,manor,1880,1
Ireland,manual,1900,2
Ireland,manufacture,1880,1
Ireland,manufacture,1890,1
Ireland,manufacture,1900,1
Ireland,manufactured goods,1900,1
Ireland,manufacturers,1900,1
Ireland,manufactures,1840,1
Ireland,manuscripts,1880,1
Ireland,map,1910,4
Ireland,maps,1900,1
Ireland,margarine,1880,1
Ireland,margarine,1890,1
Ireland,margarine,1900,4
Ireland,marine,1900,15
Ireland,marine works,1900,13
Ireland,market,1880,1
Ireland,market,1890,1
Ireland,markets,1820,1
Ireland,markets,1850,1
Ireland,markets,1860,1
Ireland,markets,1880,1
Ireland,markets,1890,1
Ireland,marriage,1840,2
Ireland,marriage,1860,1
Ireland,marriages,1830,2
Ireland,marriages,1840,5
Ireland,marriages,1850,1
Ireland,marriages,1860,3
Ireland,marriages,1900,1
Ireland,married,1900,1
Ireland,martial,1800,1
Ireland,martial,1880,1
Ireland,martial law,1800,1
Ireland,master,1810,1
Ireland,master,1820,2
Ireland,master,1830,3
Ireland,master,1850,2
Ireland,master,1880,5
Ireland,matrimonial,1880,1
Ireland,measures,1830,1
Ireland,measures,1840,7
Ireland,measures,1860,1
Ireland,measures,1880,1
Ireland,measures,1900,2
Ireland,meat,1890,5
Ireland,meat,1900,2
Ireland,meat contracts,1900,1
Ireland,meat supplies,1890,1
Ireland,medical,1830,2
Ireland,medical,1840,6
Ireland,medical,1850,3
Ireland,medical,1860,3
Ireland,medical,1880,6
Ireland,medical,1890,4
Ireland,medical,1900,2
Ireland,medical corps,1900,1
Ireland,medical officer,1880,2
Ireland,medicines,1880,2
Ireland,men,1880,6
Ireland,men,1890,3
Ireland,men,1900,9
Ireland,men,1910,6
Ireland,mendicity,1840,1
Ireland,merchandise,1900,1
Ireland,merchandise marks,1900,1
Ireland,message,1830,1
Ireland,methodist,1870,1
Ireland,midland,1890,3
Ireland,midland,1900,4
Ireland,midland,1910,2
Ireland,midwives,1890,1
Ireland,midwives,1910,2
Ireland,migration,1880,2
Ireland,military stores,1890,1
Ireland,milk,1890,1
Ireland,milk,1900,2
Ireland,milk,1910,2
Ireland,mineral,1900,1
Ireland,mines,1890,1
Ireland,mining,1880,2
Ireland,ministry,1900,1
Ireland,minor,1900,1
Ireland,misrepresentation,1830,1
Ireland,miss,1880,4
Ireland,model,1880,7
Ireland,model,1890,2
Ireland,model,1900,4
Ireland,modern,1900,2
Ireland,modern,1910,2
Ireland,monastery,1890,1
Ireland,monastic,1900,2
Ireland,monastic institutions,1900,1
Ireland,money,1830,2
Ireland,money,1840,12
Ireland,money,1850,16
Ireland,money,1860,2
Ireland,money,1880,10
Ireland,monitors,1880,2
Ireland,monitors,1890,1
Ireland,monitors,1900,1
Ireland,monuments,1870,1
Ireland,monuments,1890,3
Ireland,monuments,1900,1
Ireland,monuments,1910,2
Ireland,moonlighting,1880,1
Ireland,moonlighting,1890,1
Ireland,mortality,1840,4
Ireland,mortality,1900,2
Ireland,motor,1900,4
Ireland,motor,1910,2
Ireland,murder,1830,1
Ireland,murder,1880,15
Ireland,murder,1890,1
Ireland,murder,1900,1
Ireland,murders,1840,1
Ireland,murders,1880,1
Ireland,museum,1870,1
Ireland,museum,1880,2
Ireland,mussel,1890,1
Ireland,muzzling,1890,6
Ireland,national education,1830,3
Ireland,national education,1840,4
Ireland,national education,1850,5
Ireland,national education,1860,2
Ireland,national education,1870,1
Ireland,national education,1880,71
Ireland,national education,1890,11
Ireland,national education,1900,7
Ireland,national education,1910,8
Ireland,national gallery,1890,1
Ireland,national gallery,1900,1
Ireland,national school,1800,1
Ireland,national school,1870,4
Ireland,national school,1880,30
Ireland,national school,1890,11
Ireland,national school,1900,5
Ireland,national school,1910,16
Ireland,nationalist,1880,1
Ireland,natural,1880,1
Ireland,navigation,1800,2
Ireland,navigation,1830,4
Ireland,navigation,1840,2
Ireland,navigation,1880,24
Ireland,navigation,1900,6
Ireland,navigation and drainage,1880,3
Ireland,net,1880,1
Ireland,net,1890,1
Ireland,net,1900,1
Ireland,news,1880,1
Ireland,newspaper,1870,2
Ireland,newspaper,1880,8
Ireland,newspaper,1900,2
Ireland,newspaper press,1880,2
Ireland,newspapers,1830,2
Ireland,newspapers,1880,2
Ireland,noxious,1900,1
Ireland,nurses,1890,2
Ireland,nurses,1900,1
Ireland,oats,1900,2
Ireland,occupiers,1880,4
Ireland,occupiers,1890,2
Ireland,offences,1830,6
Ireland,offences,1840,6
Ireland,offences,1860,1
Ireland,offences,1880,4
Ireland,offences,1890,1
Ireland,offences,1900,6
Ireland,offenders,1830,1
Ireland,offenders,1840,2
Ireland,offenders,1850,1
Ireland,offenders,1900,1
Ireland,officers,1830,1
Ireland,officers,1860,3
Ireland,officers,1870,2
Ireland,officers,1880,11
Ireland,officers,1890,11
Ireland,officers,1900,6
Ireland,officers,1910,6
Ireland,open spaces,1880,1
Ireland,operation,1880,2
Ireland,operation,1900,1
Ireland,operative,1890,1
Ireland,operative,1900,1
Ireland,orange,1820,1
Ireland,orange,1830,2
Ireland,orange,1880,5
Ireland,orange,1890,1
Ireland,orange lodges,1830,2
Ireland,orange processions,1890,1
Ireland,orangemen,1880,2
Ireland,outdoor,1840,1
Ireland,outdoor,1880,1
Ireland,outdoor,1890,6
Ireland,outdoor,1900,1
Ireland,outdoor relief,1840,2
Ireland,outdoor relief,1880,2
Ireland,outdoor relief,1890,10
Ireland,outdoor relief,1900,2
Ireland,outrages,1830,2
Ireland,outrages,1840,2
Ireland,outrages,1850,2
Ireland,outrages,1880,8
Ireland,outrages,1890,2
Ireland,outrages,1900,10
Ireland,outrages,1910,6
Ireland,overcoats,1900,1
Ireland,owner,1880,1
Ireland,paid,1880,3
Ireland,paid,1900,4
Ireland,pamphlet,1880,1
Ireland,paper,1890,1
Ireland,parcels,1880,1
Ireland,parcels,1890,1
Ireland,parcels,1900,1
Ireland,park,1870,2
Ireland,park,1880,6
Ireland,parks,1880,8
Ireland,parks,1890,12
Ireland,parliamentary representation,1850,1
Ireland,partnerships,1810,1
Ireland,party processions,1830,4
Ireland,party processions,1840,4
Ireland,party processions,1850,2
Ireland,party processions,1880,1
Ireland,party tunes,1880,1
Ireland,patent,1860,2
Ireland,patent,1880,2
Ireland,patents,1880,2
Ireland,patents,1900,6
Ireland,patronage,1830,1
Ireland,patronage,1840,2
Ireland,patronage,1880,1
Ireland,pauper,1840,6
Ireland,pauper,1850,2
Ireland,pauper,1880,6
Ireland,pauper,1890,24
Ireland,pauper,1900,14
Ireland,pauper,1910,4
Ireland,pauper children,1850,2
Ireland,pauper children,1890,4
Ireland,pauper children,1900,8
Ireland,paupers,1840,6
Ireland,paupers,1890,15
Ireland,paupers,1900,21
Ireland,paving,1870,1
Ireland,pay,1820,1
Ireland,pay,1880,2
Ireland,pay,1890,2
Ireland,payment,1840,2
Ireland,payment,1880,11
Ireland,payment,1890,2
Ireland,payment,1900,2
Ireland,payment,1910,2
Ireland,peasantry,1810,4
Ireland,peasantry,1830,2
Ireland,peat,1900,3
Ireland,peers,1850,2
Ireland,peers,1890,2
Ireland,peers,1900,1
Ireland,pension,1830,2
Ireland,pension,1880,4
Ireland,pension,1890,14
Ireland,pension,1900,20
Ireland,pension,1910,4
Ireland,pensioners,1900,2
Ireland,pensions,1800,1
Ireland,pensions,1830,2
Ireland,pensions,1880,4
Ireland,pensions,1890,5
Ireland,pensions,1900,17
Ireland,pensions,1910,16
Ireland,people,1830,1
Ireland,people,1860,5
Ireland,people,1870,1
Ireland,people,1880,4
Ireland,perjury,1880,1
Ireland,perpetuity,1900,1
Ireland,persecution,1850,1
Ireland,person,1880,197
Ireland,person,1900,1
Ireland,persons,1840,3
Ireland,persons,1860,1
Ireland,persons,1880,17
Ireland,persons,1900,11
Ireland,persons detained,1880,12
Ireland,petition,1810,9
Ireland,petition,1820,6
Ireland,petition,1830,5
Ireland,petition,1850,1
Ireland,petition,1860,2
Ireland,petition,1870,1
Ireland,petition,1880,2
Ireland,petition,1890,1
Ireland,petitions,1810,1
Ireland,petitions,1830,6
Ireland,petitions,1900,1
Ireland,petrol,1900,2
Ireland,petty,1850,3
Ireland,petty,1880,19
Ireland,petty,1890,4
Ireland,petty,1900,4
Ireland,petty,1910,2
Ireland,pier,1880,17
Ireland,piers,1840,6
Ireland,piers,1870,2
Ireland,piers,1880,90
Ireland,piers,1890,6
Ireland,piers,1900,2
Ireland,pig,1890,1
Ireland,pigs,1890,1
Ireland,pigs,1900,1
Ireland,plague,1870,1
Ireland,planting,1880,2
Ireland,planting,1890,2
Ireland,planting,1900,2
Ireland,pleuro,1870,2
Ireland,pleuro,1880,3
Ireland,pneumonia,1870,2
Ireland,pneumonia,1880,10
Ireland,poaching,1900,1
Ireland,point,1880,1
Ireland,point,1900,1
Ireland,poisoning,1880,2
Ireland,poisoning,1900,2
Ireland,police,1810,1
Ireland,police,1840,2
Ireland,police,1860,2
Ireland,police,1870,1
Ireland,police,1880,57
Ireland,police,1890,19
Ireland,police,1900,25
Ireland,police,1910,14
Ireland,police protection,1880,3
Ireland,police protection,1890,3
Ireland,police protection,1900,9
Ireland,police protection,1910,4
Ireland,political,1860,1
Ireland,political,1880,4
Ireland,political,1900,1
Ireland,political demonstrations,1860,1
Ireland,political meetings,1880,1
Ireland,polling,1840,2
Ireland,polling,1900,2
Ireland,poor,1800,1
Ireland,poor,1810,1
Ireland,poor,1820,10
Ireland,poor,1830,35
Ireland,poor,1840,49
Ireland,poor,1850,9
Ireland,poor,1860,7
Ireland,poor,1880,58
Ireland,poor,1890,26
Ireland,poor,1900,16
Ireland,poor,1910,6
Ireland,poor rate,1880,2
Ireland,poor rate,1890,1
Ireland,poor rates,1840,1
Ireland,poor rates,1860,1
Ireland,poor rates,1880,2
Ireland,poor relief,1830,3
Ireland,poor relief,1840,7
Ireland,poor relief,1860,1
Ireland,poor relief,1880,5
Ireland,poor relief,1890,3
Ireland,poor relief,1900,2
Ireland,poor-law,1830,3
Ireland,poor-law,1840,6
Ireland,population,1810,4
Ireland,population,1820,2
Ireland,population,1830,2
Ireland,population,1860,2
Ireland,population,1900,4
Ireland,population,1910,8
Ireland,port,1880,2
Ireland,porters,1890,1
Ireland,post office savings bank,1900,2
Ireland,potato,1830,2
Ireland,potato,1840,2
Ireland,potato,1880,2
Ireland,potato,1890,18
Ireland,potato,1900,10
Ireland,potato crop,1840,1
Ireland,potato crop,1880,1
Ireland,potato crop,1890,3
Ireland,potato crop,1900,2
Ireland,potato disease,1890,2
Ireland,potato disease,1900,1
Ireland,potatoes,1820,2
Ireland,potatoes,1880,2
Ireland,potatoes,1890,12
Ireland,potatoes,1900,8
Ireland,pound,1840,1
Ireland,power,1880,2
Ireland,powers,1850,7
Ireland,powers,1880,3
Ireland,powers,1890,3
Ireland,pox,1870,1
Ireland,practice,1850,2
Ireland,preaching,1890,1
Ireland,premises,1890,1
Ireland,premises,1900,9
Ireland,premises,1910,2
Ireland,preparations,1840,1
Ireland,presbyterian,1830,2
Ireland,presbyterian,1840,1
Ireland,presbyterian,1850,1
Ireland,presbyterians,1830,1
Ireland,press,1880,4
Ireland,press,1900,4
Ireland,prevention of crime,1880,97
Ireland,price,1900,1
Ireland,price,1910,2
Ireland,prices,1890,2
Ireland,prices,1900,2
Ireland,prices,1910,2
Ireland,priests,1830,1
Ireland,priests,1840,1
Ireland,primary education,1870,1
Ireland,primary education,1880,1
Ireland,primary education,1890,2
Ireland,primary education,1900,3
Ireland,primary education,1910,2
Ireland,primrose,1880,1
Ireland,principal,1900,1
Ireland,printing,1890,1
Ireland,printing,1900,1
Ireland,prison,1860,1
Ireland,prison,1870,1
Ireland,prison,1880,17
Ireland,prison,1890,5
Ireland,prison,1900,1
Ireland,prison discipline,1880,1
Ireland,prison discipline,1890,1
Ireland,prison treatment,1880,4
Ireland,prison warders,1880,2
Ireland,prison warders,1890,1
Ireland,prisoner,1880,17
Ireland,prisoners,1840,2
Ireland,prisoners,1860,2
Ireland,prisoners,1880,72
Ireland,prisoners,1890,2
Ireland,prisoners,1900,10
Ireland,prisons,1800,3
Ireland,prisons,1810,6
Ireland,prisons,1840,3
Ireland,prisons,1850,9
Ireland,prisons,1870,12
Ireland,prisons,1880,57
Ireland,prisons,1890,9
Ireland,prisons,1900,3
Ireland,prisons,1910,6
Ireland,private property,1900,1
Ireland,privy,1860,1
Ireland,privy,1880,4
Ireland,probate,1880,4
Ireland,probate,1890,2
Ireland,probate,1900,1
Ireland,process,1840,3
Ireland,process,1850,2
Ireland,process,1880,1
Ireland,process,1900,2
Ireland,procession,1880,1
Ireland,processions,1820,2
Ireland,processions,1830,12
Ireland,processions,1840,10
Ireland,processions,1850,4
Ireland,processions,1860,2
Ireland,processions,1880,2
Ireland,processions,1890,2
Ireland,proclaimed meetings,1880,2
Ireland,proclaimed meetings,1890,1
Ireland,proclamation,1880,7
Ireland,proclamation,1900,1
Ireland,proclamation of the national league,1880,4
Ireland,proclamations,1830,1
Ireland,proclamations,1880,3
Ireland,produce,1890,2
Ireland,produce,1900,2
Ireland,produced,1890,1
Ireland,professor,1880,1
Ireland,professor,1910,2
Ireland,professors,1900,1
Ireland,programme,1890,1
Ireland,property,1810,2
Ireland,property,1830,8
Ireland,property,1840,18
Ireland,property,1860,6
Ireland,property,1870,6
Ireland,property,1880,354
Ireland,property,1890,2
Ireland,property,1900,8
Ireland,property,1910,8
Ireland,proprietors,1840,1
Ireland,proprietors,1880,1
Ireland,proprietors,1900,1
Ireland,prosecution,1880,1
Ireland,prosecution,1890,1
Ireland,prosecution,1900,1
Ireland,protection,1840,12
Ireland,protection,1870,3
Ireland,protection,1880,201
Ireland,protection,1890,6
Ireland,protection,1900,10
Ireland,protection,1910,4
Ireland,protection of life and property,1870,3
Ireland,protest,1880,1
Ireland,protestant,1880,10
Ireland,protestant,1890,2
Ireland,protestants,1810,1
Ireland,protestants,1830,1
Ireland,protestants,1880,1
Ireland,protestants,1900,1
Ireland,provision,1830,1
Ireland,provision,1900,1
Ireland,provisions,1810,3
Ireland,provisions,1820,1
Ireland,provisions,1840,1
Ireland,provisions,1880,2
Ireland,public companies,1880,22
Ireland,public house,1890,1
Ireland,public house,1900,1
Ireland,public houses,1850,1
Ireland,public houses,1880,2
Ireland,public houses,1900,1
Ireland,public money,1830,1
Ireland,public works,1830,9
Ireland,public works,1840,12
Ireland,public works,1850,2
Ireland,public works,1870,2
Ireland,public works,1880,9
Ireland,public works,1890,5
Ireland,public works,1900,2
Ireland,publicans,1880,2
Ireland,publicans,1890,1
Ireland,punishment,1830,1
Ireland,punishment,1840,3
Ireland,punishment,1880,1
Ireland,pupil,1880,2
Ireland,pupil teachers,1880,2
Ireland,purposes,1880,1
Ireland,qualification,1840,1
Ireland,qualification,1870,1
Ireland,qualification,1880,1
Ireland,qualifications,1880,1
Ireland,qualifications,1900,1
Ireland,quarantine,1900,1
Ireland,quarter,1860,1
Ireland,quarter,1880,3
Ireland,quarter,1890,1
Ireland,quarter,1900,1
Ireland,quit rents,1820,4
Ireland,quit rents,1890,4
Ireland,quit rents,1900,8
Ireland,rabies,1890,1
Ireland,rabies,1900,2
Ireland,rabies,1910,2
Ireland,races,1880,1
Ireland,races,1900,1
Ireland,railroads,1830,2
Ireland,railroads,1840,3
Ireland,railway,1830,4
Ireland,railway,1840,4
Ireland,railway,1860,1
Ireland,railway,1870,1
Ireland,railway,1880,6
Ireland,railway,1890,44
Ireland,railway,1900,24
Ireland,railway,1910,10
Ireland,railway communication,1830,1
Ireland,railway companies,1900,2
Ireland,railway company,1880,2
Ireland,railway company,1890,4
Ireland,railway company,1900,1
Ireland,railway company,1910,2
Ireland,railway construction,1890,1
Ireland,railway construction,1900,1
Ireland,railway grant,1900,1
Ireland,railway rates,1890,7
Ireland,railway rates,1900,4
Ireland,railway schemes,1890,1
Ireland,railway strike,1890,1
Ireland,railways,1800,2
Ireland,railways,1830,2
Ireland,railways,1840,20
Ireland,railways,1850,4
Ireland,railways,1870,4
Ireland,railways,1880,20
Ireland,railways,1890,24
Ireland,railways,1900,12
Ireland,railways,1910,4
Ireland,ranges,1890,3
Ireland,ranges,1900,1
Ireland,rate,1840,3
Ireland,rate,1880,11
Ireland,rate,1890,7
Ireland,rate,1900,2
Ireland,rate in aid,1840,2
Ireland,rating,1880,3
Ireland,rating,1890,9
Ireland,rating,1900,1
Ireland,rebellion,1820,1
Ireland,rebellion,1830,2
Ireland,receipt,1900,2
Ireland,receiving,1900,1
Ireland,reclamation,1890,1
Ireland,record,1840,2
Ireland,record,1880,1
Ireland,record,1890,1
Ireland,record,1900,1
Ireland,recovery,1840,1
Ireland,recovery,1850,1
Ireland,recovery,1880,1
Ireland,recovery,1900,1
Ireland,recruiting,1860,1
Ireland,recruiting,1900,2
Ireland,redemption,1860,2
Ireland,redemption,1890,5
Ireland,redemption,1900,3
Ireland,reductions,1890,2
Ireland,reformatory,1850,1
Ireland,reformatory,1860,1
Ireland,reformatory,1880,1
Ireland,reformatory schools,1850,1
Ireland,reformatory schools,1880,1
Ireland,refusal,1880,3
Ireland,refusal,1890,1
Ireland,reign,1880,1
Ireland,reinstatement,1900,1
Ireland,reinstatement,1910,6
Ireland,relative,1900,1
Ireland,release,1880,4
Ireland,relief of distress,1840,6
Ireland,relief of distress,1880,34
Ireland,relief of distress,1890,2
Ireland,relief of distress,1900,6
Ireland,relief works,1840,2
Ireland,relief works,1880,2
Ireland,relief works,1890,2
Ireland,religion,1840,1
Ireland,religious,1850,2
Ireland,religious,1880,6
Ireland,religious,1890,4
Ireland,religious,1910,4
Ireland,religious persecution,1850,1
Ireland,removals,1890,2
Ireland,removals,1900,1
Ireland,remuneration,1880,1
Ireland,rent,1800,1
Ireland,rent,1830,1
Ireland,rent,1850,3
Ireland,rent,1880,49
Ireland,rent,1890,28
Ireland,rent,1900,5
Ireland,rent reductions,1890,1
Ireland,rentcharge,1880,1
Ireland,rentcharge,1890,1
Ireland,rents,1820,1
Ireland,rents,1840,1
Ireland,rents,1860,2
Ireland,rents,1880,14
Ireland,rents,1890,11
Ireland,rents,1900,7
Ireland,rents,1910,2
Ireland,repayment,1850,3
Ireland,repayment,1880,4
Ireland,repayment,1900,1
Ireland,representation,1850,2
Ireland,representation,1860,10
Ireland,representation,1870,4
Ireland,representation,1880,6
Ireland,requisition,1880,2
Ireland,requisition,1890,1
Ireland,reserve,1900,3
Ireland,residence,1870,1
Ireland,residence,1880,2
Ireland,residence,1890,2
Ireland,residence,1900,1
Ireland,residences,1880,3
Ireland,residences,1890,1
Ireland,residences,1900,2
Ireland,residences,1910,2
Ireland,resources,1880,2
Ireland,resources,1900,1
Ireland,restoration,1910,2
Ireland,results,1880,5
Ireland,results,1890,1
Ireland,retirement,1880,1
Ireland,retiring,1860,1
Ireland,retiring,1880,1
Ireland,review,1900,1
Ireland,revision,1880,4
Ireland,revision,1890,2
Ireland,revision,1900,1
Ireland,revolvers,1900,1
Ireland,rifle,1850,1
Ireland,rifle,1890,3
Ireland,rifle,1900,3
Ireland,rifle clubs,1900,3
Ireland,right,1840,1
Ireland,right,1850,7
Ireland,right,1880,1
Ireland,riot,1880,9
Ireland,riot,1900,1
Ireland,rioting,1880,1
Ireland,riotous,1880,1
Ireland,riots,1830,1
Ireland,riots,1860,1
Ireland,riots,1870,1
Ireland,riots,1880,22
Ireland,river,1880,3
Ireland,river,1900,2
Ireland,rivers,1840,1
Ireland,rivers,1870,2
Ireland,rivers,1890,1
Ireland,road,1890,12
Ireland,road,1900,15
Ireland,roads,1830,1
Ireland,roads,1880,1
Ireland,robberies,1900,2
Ireland,robbery,1880,1
Ireland,roman,1810,11
Ireland,roman,1820,9
Ireland,roman,1830,3
Ireland,roman,1840,1
Ireland,roman,1850,1
Ireland,roman,1860,1
Ireland,roman,1880,9
Ireland,roman,1890,2
Ireland,roman,1900,2
Ireland,roman catholics,1810,33
Ireland,roman catholics,1820,9
Ireland,roman catholics,1880,6
Ireland,rotunda,1880,1
Ireland,routes,1870,1
Ireland,royal residence,1870,1
Ireland,royal residence,1890,2
Ireland,royal residence,1900,1
Ireland,ruins,1890,1
Ireland,rule,1880,5
Ireland,rule,1890,1
Ireland,rule,1910,2
Ireland,rumoured,1860,1
Ireland,rural postmen,1890,4
Ireland,sale,1830,1
Ireland,sale,1840,2
Ireland,sale,1850,4
Ireland,sale,1870,5
Ireland,sale,1880,16
Ireland,sale,1890,8
Ireland,sale,1900,8
Ireland,sale,1910,6
Ireland,sale of intoxicating liquors,1870,4
Ireland,sale of intoxicating liquors,1880,5
Ireland,sale of intoxicating liquors,1890,3
Ireland,sale of intoxicating liquors,1900,4
Ireland,sales,1890,3
Ireland,sales,1900,7
Ireland,sales,1910,8
Ireland,salmon,1800,1
Ireland,salmon,1830,1
Ireland,salmon,1850,1
Ireland,salmon,1860,1
Ireland,salmon,1880,3
Ireland,salmon,1890,1
Ireland,salmon,1900,1
Ireland,salmon fisheries,1800,1
Ireland,salmon fisheries,1830,1
Ireland,salmon fisheries,1850,1
Ireland,salmon fisheries,1860,1
Ireland,salmon fisheries,1880,2
Ireland,salmon fisheries,1890,1
Ireland,salmon fisheries,1900,1
Ireland,salmon fishery,1880,1
Ireland,salters,1880,1
Ireland,salters,1890,1
Ireland,sanitary,1840,1
Ireland,sanitary,1890,1
Ireland,saving,1900,1
Ireland,saving,1910,2
Ireland,savings,1840,2
Ireland,savings,1850,1
Ireland,savings,1870,1
Ireland,savings,1880,1
Ireland,savings,1890,1
Ireland,savings,1900,3
Ireland,savings bank,1840,1
Ireland,savings bank,1900,2
Ireland,savings banks,1840,1
Ireland,savings banks,1850,1
Ireland,savings banks,1880,1
Ireland,savings banks,1890,1
Ireland,scab,1900,1
Ireland,scarcity,1810,4
Ireland,scarcity,1820,2
Ireland,scarcity,1880,2
Ireland,scarcity of provisions,1810,2
Ireland,scarcity of provisions,1820,1
Ireland,scholars,1900,2
Ireland,school,1800,1
Ireland,school,1870,4
Ireland,school,1880,42
Ireland,school,1890,29
Ireland,school,1900,19
Ireland,school,1910,26
Ireland,school attendance,1890,5
Ireland,school attendance,1900,3
Ireland,school attendance,1910,2
Ireland,school building,1910,2
Ireland,school buildings,1900,1
Ireland,school buildings,1910,2
Ireland,school children,1900,1
Ireland,school fees,1890,1
Ireland,school teachers,1800,3
Ireland,school teachers,1870,12
Ireland,school teachers,1880,63
Ireland,school teachers,1890,21
Ireland,school teachers,1900,21
Ireland,school teachers,1910,36
Ireland,schoolmasters,1850,1
Ireland,schools,1830,2
Ireland,schools,1850,4
Ireland,schools,1870,6
Ireland,schools,1880,70
Ireland,schools,1890,38
Ireland,schools,1900,50
Ireland,schools,1910,44
Ireland,science,1870,6
Ireland,science,1880,27
Ireland,science,1890,36
Ireland,science,1900,27
Ireland,science and art schools,1890,1
Ireland,scientific,1910,2
Ireland,sea fisheries,1880,1
Ireland,search,1880,2
Ireland,search,1900,1
Ireland,searches,1870,2
Ireland,searches,1880,4
Ireland,searches,1900,1
Ireland,secondary education,1910,4
Ireland,secondary schools,1900,2
